Job Title,Company,Post Status,Job URL,Job Details
Python Developer,"Punch,-", - 17 days ago,https://pk.indeed.com/viewjob?jk=2323ab41acebb06f&from=serp&vjs=3,"We are looking for an experienced Python Developer to join our team at our Lahore Office. ,Come build with us!,
About Punch:,
Punch is a full-service digital agency. We are designers, engineers, and marketers on a mission to build the best digital experiences. We champion a boutique approach to product development. We have small teams, the best talent, and a horizontal management structure.,
,
Founded by former Google Engineers in 2014 in Silicon Valley and now have offices in San Francisco, New York, and Lahore. Our clients include Google, Marie Kondo, SoChat, Vantage Robotics, Air-ware, Cape, SugarCRM, The League, and over 100 well-known leaders in their industry."
BI Quantitative Analyst,"Caramel Tech Studios,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=7a53d750ce01020e&from=serp&vjs=3,"The Business Intelligence Quantitative Analyst plays a key role in one of the most strategic areas of the company. You must be passionate about using data to answer complex questions. You will work cross-functionally to define meaningful success metrics for the company, use statistical analysis and data mining techniques to better understand user behaviors and influence product features.,
,
,
What you will do everyday:,
,
,Conduct proactive in-depth analysis and modeling to uncover hidden opportunities; communicate insights to product, engineering, and management teams.,
,Build and maintain complex statistical models that learn from and scale to millions of users.,
,Collaborate with engineering on design and implementation of data infrastructure to support analytics needs.,
,Work with business teams on requirements and goals for ad-hoc analysis.,
,Required Skills,
,BS or MS in Computer Science, Statistics, Math, Engineering, or another quantitative discipline; 3+ years of industry experience a plus.,
,Proven ability to deal and thrive with multiple imperfect, mixed, varied, and inconsistent data sources; expert knowledge in one or more of the following languages/tools to wrangle and understand data: Python, SQL, Hive, R, Matlab, Spotfire, Tableau.,
,Experience in one or more of the following techniques: regression, SVM, boosting/ensemble methods, HMM, graph theories, clustering techniques, etc.,
,Preference will be given to candidates who have:,
,Strong preference will be given to candidates with experience working on games.,
,Salary Package,
We offer highly competitive and lucrative packages that could vary depending on the educational background, work experience, as well as the candidate’s performance in the interview."
Data Scientist - Lahore,"ENTERTAINER FZ LLC,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=c80aac0f22acb2f6&from=serp&vjs=3,"
The ENTERTAINER is a leading digital company whose main goal is to add value to consumers by bringing them the best incentive offers globally. We are a data-driven, 100% digital, tech company. Providing first-rate offers across renowned dining, leisure, entertainment and hotel brands worldwide, the ENTERTAINER has grown with the aim of creating unbeatable value and loyalty everywhere we go.
,We believe that “experience is everything”, resulting in our passion for creating unforgettable experiences for both our customers, partners and employees.,
The Team
,The Product Team’s mission is to build simple, user-friendly digital experiences that delight the millions who use our products. We work in an agile, fast-paced environment and align closely with teams across the business to identify, build, and support the best possible solution for our users. We’re passionate, curious, a bit intense, and a lot of fun. All at the same time.,
The Data Scientist will…,
Powered by JazzHR,
tjGX0yTrhL"
SOC Analyst,-, - 29 days ago,https://pk.indeed.com/viewjob?jk=d0eb0e005d5b57b1&from=serp&vjs=3,"At Careem, we are driven by the purpose of simplifying the lives of people and building an awesome organisation that inspires. Based in Dubai, we started our journey as a pioneer of the Middle East’s ride-hailing economy,
Today, Careem is the region’s everyday Super App operational in 13 countries and over 100 cities. The Super App provides a host of daily services that people need to move around, to order things and to transfer money in one unified smartphone app. Our goal is to simplify people’s daily lives so that they can spend their precious time and mindshare on things that really matter and on realizing their potential,
About the Team
,The Detection & Response team helps improve and maintain the security detection capabilities by providing the tools needed for securing Careem. The team is responsible for 24/7 threat hunting, detection, and response.,
This role is for a position in ,Lahore, Pakistan,
 ,About the Role,Requirement Summary
"
Job Title,Company,Post Status,Job URL,Job Details
Sr. Python Developer,-, - 14 days ago,https://pk.indeed.com/viewjob?jk=f90f4e86a25ac7b9&from=serp&vjs=3,
Software Project Manager,"The S.T.A.R.S Corporation,-", - 10 days ago,https://pk.indeed.com/viewjob?cmp=Stars-Corporation&t=Software+Project+Manager&jk=50c57db116994ece&vjs=3,"The Software Development Project Manager is responsible for keeping eyes on the software development team, manage incoming issues, and making the work go as possible. The project manager should have a well-develop capacity for identifying issues, tracking them to completion, and create a solution. The position takes charge of helping the team define the requirements of the project and lays out a blueprint as well as the project scope for the whole project. Our Ideal candidate should have proper time management skills, be creative, and self-motivated.,Job Responsibilities:,Job Requirements:,Perks and Benefits:,Job Type: Full-time,Salary: Rs50,000.00 - Rs120,000.00 per month,Experience:,Education:,Location:,Language:,Understands the concept of the project and evaluates the idea,Conducts business analysis, market research, time estimation for each stage and road mapping to make the process more efficient,Serves as a mediator between the client and the development team,Identify the hardest part of a project and execute solid plans to facilitate the problem-solving process,Handle IT issues when it arises,Send report, budge/expenses, update the current status of the project to senior,Conduct regular productive project meetings,Professional written and communication skills,Ability to work both independently and in a highly collaborative cross-functional engineering team environment,A creative problem solver and attend to detail,Knowing the market need,Multi-tasking under stress to meet deadlines,Knowledge on scripting languages (Python, SQL, JavaScript, et al.) a plus,Paid holidays yearly.,Medical Insurance.,Life Insurance,Opportunity to engage in local trips.,Monthly dinner.,Monthly/Quarterly prize distribution,Software Development: 2 years (Preferred),Software Project Management: 3 years (Preferred),Bachelor's (Preferred),Lahore (Preferred),English (Preferred)"
Python Backend Developer,"Optimizeall,-", - 12 days ago,https://pk.indeed.com/viewjob?cmp=Optimizeall&t=Python+Backend+Developer&jk=a4772316c79f07ab&vjs=3,"WE ARE HIRING!,PYTHON BACKEND DEVELOPER,Project Based Services Required.,4 to 5 years of software development experience.,Design, build and maintain efficient, reusable, and reliable code.,Experience with Laravel PHP FRamework as well as Node.JS will be a plus.,Expert in Python specifically Django and Flask.,Proficient understanding of code versioning tools such as GIT.,Freelancers are encourged to apply.,Job Types: Full-time, Contract,Pay: Rs30,000.00 - Rs40,000.00 per month,Experience:,Python Back End Developer: 5 years (Required)"
Python Developer,"Intelligent Brain Solution,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=0bcae4fea0495f35&from=serp&vjs=3,
Odoo/Python Developer,"WADIC,-", - Today,https://pk.indeed.com/viewjob?cmp=Web-Applications-%26-Data-Integration-Company&t=Odoo+Python+Developer&jk=5182b8395205e9f6&vjs=3,"We are Hiring---,Odoo Developer,We deliver our customers peace of mind every day by helping them protect what they value most. Our passion for placing the customer at the center of everything we do is driving a transformational shift at WADIC,Operating as an Agile team as a USA based company, we are on the front edge of an IT transformation for how people work and deliver solutions. Our passion for placing the user at the center of everything we do is driving our incremental approach to software feature development and delivery.,About the job: ,· Providing consultation and support for software products including documenting and troubleshooting issues.,· Responding to technical problems or questions.,· Analyzing our requirements, installing and configuring our Odoo Apps according to our needs.,Requirements,· The Python Odoo Developer is a full stack developer who will be responsible for maintaining, upgrading and developing the company's ,Odoo ERP system,.,· Review, Analyze, Modify, Create source code for Odoo.,· Debug existing product bugs.,· Develop, test and support new custom modules,· Collect and analyze business requirements.,· Transform business requirements into software design.,Required Skills and Experience,· Minimum 3 years’ experience in developing and maintaining ,Python code,· 3+ years of experience with ,Python and Odoo development, preferred,· Must have Experience to work in object-relational databases (postgresql),· ,ERP, experience a plus,· Knowledge of business and accounting workflows,· Creative mindset,· Meticulous attention to detail and accuracy.,· Salary will be negotiated according to experience.,Job Type: Full-time,Pay: Rs40,000.00 - Rs60,000.00 per month,Experience:,Education:,Work Remotely:,Odoo ERP System, Python Code, Python and Odoo development: 2 years (Preferred),Bachelor's (Required),Temporarily due to COVID-19"
Python Hadoop Developer,-, - 30+ days ago,https://pk.indeed.com/viewjob?jk=a13f51b6610ad667&from=serp&vjs=3,"Position Description:,
We are looking for a Python Web Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be the development of all server-side logic, ensuring high performance and responsiveness to requests from the front-end. You will also be responsible for integrating the front-end elements built by your co-workers into the application; therefore, a basic understanding of front-end technologies is necessary as well.,
Skills & Qualifications:,
,
,
Apply Now at Mustakbil.com,
,
This job was originally posted on Mustakbil.com"
Software Support & SQA Engineer,-, - 8 days ago,https://pk.indeed.com/viewjob?cmp=Upgenics-International&t=Software+Support+Sqa+Engineer&jk=42c39bcbd1e942be&vjs=3,"Network Engineers! please do not apply.,Software Support Responsibilities,SQA Job Responsibilities,Qualifications,Job Type: Full-time,Experience:,Work Remotely:,Technical Engineer diagnose, troubleshoot, and resolve issues by questioning customers about the issues they are facing in a detailed fashion so that they understand the nub of the problems.,Design computer systems to meet the particular requirements of their organization or clients.,Possess the ability to learn and work on changing and emerging technologies.,Good Product knowledge as they are the first point of contact for clients for issues concerning their computer systems and equipment.,Keep track of users’ system issues until they are resolved by adhering to the agreed timelines.,To resolve complex problems, engineers interact with clients through phone, emails or chats and provide unambiguously written instructions or technical manuals.,Maintain procedural documents and reports.,Follow standard procedures of the organization to resolve issues by escalating them to the relevant internal departments.,Provide accurate feedback to customers promptly.,Ensure proper logging of all issues.,Follow up with clients to make sure their computer systems are functioning properly after troubleshooting.,Document technical knowledge in the knowledge database.,Train customers on how to use different types of systems.,Monitor daily performance of technical systems.,Help company deploy new software or hardware systems.,Install and configure computer applications.,Monitor and maintain computer networks.,Configure operating systems.,Quality assuring all the builds before releasing to client,Design and execute test plans, record and document results and compare with expected results.,Develop and document application test plans based on software requirements and technical specifications.,Determine expected results for test cases, execute tests, track, analyze, document and report test results.,Create meaningful error handling procedures for application code.,Draft quality assurance policies and procedures when needed.,Interpret and implement quality assurance standards.,Evaluate the adequacy of existing quality assurance standards and improve where needed.,Devise sampling procedures and directions for recording and reporting on quality data.,Bachelor's degree in computer science, software engineering, information technology or another related discipline,Experience working with different operating systems (Windows, Linux or Mac OS),Extensive understanding of computer systems, networks, mobile devices, and other technological equipment, along with expertise in LAN/WAN/MAN,Knowledge of scripting languages (Perl, Python or BASH), among others.,Quality Assurance skill is a plus,Software Quality Assurane: 1 year (Required),Software Client Support: 1 year (Preferred),No"
Junior Software Engineer,"QBXNet,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=cd65ecec689ce798&from=serp&vjs=3,"QBXNet is a startup incubator from Switzerland with its main business office located in Barcelona, Spain. We collaborate closely with our entrepreneurial clients to make exploratory and exciting projects in web, mobile and AR/VR happen. Our goal is to provide a platform to implement business ideas fastly and with exceptional quality.
,We are looking to hire a Junior Software Engineer (Backend) at our development hub in Lahore, which will entail work from Web Api development to computation of intensive planning and scheduling engines. We are looking for people who are excited about working with different technologies, as we firmly believe in using the right tools for the right job. Furthermore, we seek out people who are extremely motivated and proactive when executing their tasks, while at the same act as team players who know both when to ask for help and when to provide others with assistance.
,QBXNet is an equal employment opportunity employer. Qualified applicants will receive consideration for employment without regard to any personal aspects. We are increasing our team size continuously and currently grow on a fast pace together with our customers across Europe and in the US. It’s a great time to join."
Python Developer,-, - 30+ days ago,https://pk.indeed.com/viewjob?jk=e3ce4cb443cb658b&from=serp&vjs=3,"Shift Timings :, Morning,
, ,Requires Traveling :, Yes,
, ,Career Level :, Experienced,
, ,Required Experience : ,1 2 Years,
, ,Total Vacancies :, 02,
, ,Required Qualification :, BCS or MCS,
, ,Location(s) :, Lahore, Pakistan,
,
OpenSol Global need experienced developer in Python + PostGre.
Candidate must work on large web applications in Python.
If you work in ODOO CRM whcih is developed in python that will be great plus.
,Personal Characteristics:,
,
, Ability to work quickly but with a strong attention to detail and accuracy,
, Team player and good interpersonal skills,
, Ability to perform under stress and aggressive deadlines,
, Self-organized with the ability to plan ahead,
, Punctual and organized,
,
,You must have solid skills in these technologies:,
,
, Python,
, JavaScript,
, JSon,
, Jquery,
, XML,
, PostGre"
12 x Javascript Trainees,-, - 8 days ago,https://pk.indeed.com/viewjob?jk=1c263563636fc3e0&from=serp&vjs=3,"
,Sound concepts of Algorithms, OOP, Databases, Requirement Engineering and good Logic Building.,
,Good English communication and writing skills.,
,Sound concepts and Knowledge of front end javascript frameworks like angular and react, along with any backend web development technology will be considered as a plus.,
"
Python Developer,"Broadstone technologies,-", - 21 days ago,https://pk.indeed.com/viewjob?cmp=Broadstone-technologies&t=Python+Developer&jk=0389eb8e7728d37f&vjs=3,"We are looking for a motivated individual, who is willing to take on challenging development assignments in Cyber Security, Artificial Intelligence, Machine Learning, Fintech, and Internet of Things (IoT) domains. If you are a self-starter, who can work with minimal supervision and ready to explore new opportunities in exciting new domains and work with a high-performance team, we want to talk to you.,Learn and work with a High-Performance Team on Latest Technologies: ,You will be exposed to the latest trends in Cyber Security, Machine Learning, Fintech, and IoT. You will have a chance to work on cutting edge systems that create an impact on the everyday lives of people.,Skills we are looking for: ,Technical skills: ,Job Type: Full-time,Experience:,Graduate degree from a reputable university with a major in Computer Science.,Passion for learning new technologies.,Good written and verbal communication skills.,Inquisitive individuals who want to learn.,Give your best effort and excel at what you do,Excellent time management skills.,Creative and out of the box thinker.,Strong grasp of algorithms and core foundations of programming and Computer Science.,Strong programming abilities in one of the following: Python, C, C++, Node.js, or Java.,Knowledge of JSON and XML.,Hands-on experience of RESTful Web Services.,Experience of Flask/Django and Nginx.,Experience with Linux.,Experience with full-stack development will be a strong plus.,Knowledge of Networking Protocols (TCP/IP) and Network Security will be a strong plus.,Experience with Raspberry Pi or Arduino will be a plus.,Experience developing software for ARM microprocessors will be a plus.,Experience with sklearn, Tensorflow, or PyTorch will be a plus,Knowledge of Cyber Security concepts will be a plus.,Domain expertise in any industry vertical (healthcare, finance, education) will be a plus.,Python: 1 year (Preferred)"
Data Analyst,-, - Today,https://pk.indeed.com/viewjob?jk=4848f06abe0d4ddc&from=serp&vjs=3,"We have openings for Data Analyst with at least 1 year of experience. Apply if you are passionate about new technologies and have the required experience. We intend to hire a person who have good communication skills.,Responsibilities:,Qualifications:,Benefits:"
"JUNIOR TRADER / ANALYST - Dubai, UAE","Cobblestone Energy,-", - 1 day ago,https://pk.indeed.com/viewjob?jk=499eff9e5f3d4cf6&from=serp&vjs=3,"Junior Trader / Analyst - Commercial Development Programme - Dubai, UAE,
Starting Remuneration of 30,000 USD per annum, 0% Tax environment.,
Fast progression for strong performers.,
Are you bright, highly motivated and commercial-minded with a growth mindset?,
Company description,
Energy in one form or another is fundamental to almost all of the world's economic activities. By understanding the demand, supply, and logistics of these commodities, we can better understand the world. We specialise in the proprietary trading of the short-term wholesale electricity markets across Europe. We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country. Technology and risk management form the backbone of our business,
Commercial Development Programme,
The Cobblestone Commercial Development Programme is your passport to an exciting and challenging career in the world's commodities markets. It is a 12-month programme designed to give you exposure across trading and analytics to help you develop the tools you need to be a highly effective team member. We are searching for exceptional graduates who thrive on intellectual challenges and can provide creative solutions to complex problems. This is a role for highly analytical and sharp individuals with strong numerical ability. One must be able to learn and think quickly. Opportunity is unlimited for exceptional talent.,
We are offering graduate vacancies in our, Dubai office, starting throughout 2020.,
Tasks/responsibilities:,What we look for:,Our hiring processes,
After your application been added to our pipeline and evaluated, you will be invited to do an online psychometric assessment that will evaluate your numerical ability.,
Upon successful completion of these, you will be invited for a series of interviews with members of both our HR and commercial team.,
Before full time admission onto our Commercial Development Programme (CDP), all finalist candidates are invited to attend a two-week Cobblestone Training Programme (CTP). CTPs are carried out at either our main Dubai office or our partner location in Kampala. This is determined by our admin depending on where you are located.,
We shall cater for everything - Flights, accommodation, paper-work and expenses.,
During the Training Program, you work will on real-life tasks and situations with other members of the commercial and technical team. The goal is to enable you to learn as much as possible within the period while giving you the opportunity to shine in an area tailored to your strengths. You are also evaluated for cultural fit, aptitude, and your ability to work with others.,
Following this, you will then be offered a full-time role on the CDP."
Python Developer,-, - 11 days ago,https://pk.indeed.com/viewjob?cmp=Amco-IT-Systems&t=Python+Developer&jk=b137f877bae22e6a&vjs=3,"We are looking for Python Developer / Django Developer,Excellent understanding of Python and strong knowledge of various Python Libraries, API's and tool kits;,Web-scraping experience using Python and associated libraries/tool kits;,JSON/XML, HTML, CSS, and JavaScript skills, including JQuery;,Experience with using Selenium or similar tools;,REST full web service development;,Understanding and experience of the software development life cycle and code repositories such as git, including branching and merging flows;,Deep understanding of how to write maintainable code and the importance of testing;,Experience writing unit tests;,Excellent English language communication skills, both verbal and written, with the ability to communicate effectively with a technical and non-technical audience.,Job Type: Full-time,Salary: Rs75,000.00 - Rs100,000.00 per month,Experience:,Python: 2 years (Preferred)"
Software Quality Assurance Automation Engineer,"ShopDev,-", - 9 days ago,https://pk.indeed.com/viewjob?cmp=ShopDev&t=Software+Quality+Assurance+Automation+Engineer&jk=f64b9066701c7a3b&vjs=3,"Job Description,ShopDev ,is a full-service technology and design company specializing in software & product development and technology acceleration. We have 150+ employees working with enterprise clients and growth stage startups globally. We strategize, design, and build best-in-class digital products, transform teams, and co-create disruptive business models. We work as technology innovation partners with our clients, helping them adapt and thrive in the digital era.,About The Role: ,We are seeking a highly motivated Software Quality Assurance who will ensure that all software engineering processes, methods, activities and work items are monitored and comply against the defined standards as per the project. This is a great opportunity to get hands-on experience working for a growing technology company in a dynamic and fast global environment.,What you will be doing?,Your job as SQA incorporates all software development processes starting from requirements definition to coding until release of the software/production. Your prime goal will be to ensure the highest standards of quality and timely identification of bugs to be reported to developers and software engineers for the purpose of timely fix.,Job description: ,Job Requirements,Why join ShopDev?,Skills,Job Details,Industry: ,Information Technology,Functional Area: ,Quality Assurance (QA),Total Positions: ,10 Posts,Job Type: ,Full Time/Permanent,Job Shift: ,First Shift (Day),Job Location: ,Kotlakhpat, Lahore, Pakistan,Gender: ,No Preference,Minimum Education: ,Bachelors,Career Level: ,Experienced Professional,Minimum Experience: ,2 Years,Apply Before: ,Aug 20, 2020,Posting Date: ,Jul 30, 2020,Job Type: Full-time,Experience:,Education:,Location:,Should be able to perform Manual and Automated testing,Monitor program performance to ensure efficient and problem-free operations,Monitor bug resolution efforts and track successes,Provide technical support during software installation or configuration,Identify program deviance from standards, and suggest modifications to ensure compliance,Provide feedback and recommendations to developers on software usability and functionality,Evaluate or recommend software for testing or bug tracking,Document test procedures to ensure replicability and compliance with standards,Document software defects, using a bug tracking system, and report defects to software developers,Develop or specify standards, methods, or procedures to determine product quality or release readiness,Install and configure recreations of software production environments to allow testing of software performance,Collaborate with field staff or customers to evaluate or diagnose problems and recommend possible solutions,Perform initial debugging procedures by reviewing configuration files, logs, or code pieces to determine breakdown source,Experience in software development and testing,Should be able to use Manual & Automation testing techniques and familiarity with Selenium, JMeter e.t.c.,High proficiency in computer technology and programming languages,Strong knowledge of Linux and Microsoft Windows,In-depth understanding of Java, Python, SQL, C++ and XML,Exceptional attention to detail,Excellent analytical and problem-solving skills,Good oral and written communication skills,Great team player and able to work efficiently with minimal supervision,When you start at ShopDev, you’ll get exposure to countless opportunities within the organization, and get to work on extremely exciting projects in an international setting.,Work in an entrepreneurial setting that supports openness to innovative ideas.,Work with highly intelligent and driven team members who display a high degree of initiative, motivation and flexibility.,We offer a highly competitive salary, excellent benefits, health and insurance coverage, generous paid holidays, and life & work balance.,Automation Testing,Selenium,Load Testing,XML,C++,SQL,Python,JMeter,Java,Quality Assurance: 2 years (Preferred),Bachelor's (Preferred),Lahore (Required)"
Staff Engineer,-, - 30+ days ago,https://pk.indeed.com/viewjob?jk=770c03786e223d15&from=serp&vjs=3,"We have a new opportunity for an experienced engineer to take part in developing new products in wireless communications and embedded software. You will use a range of tools to help design and prototype concepts. As part of an R&D team at the Lahore office, you will have the opportunity to work with colleagues across the world and external partners. This role will give you the freedom to explore a variety of technologies and widen your engineering skills in a motivated and supportive environment.,
,
,Responsibilities:,
,Take initiative in the development of software technology and solutions.,
Participate in the complete development process which includes design, implementation, verification. of tools, drivers, client/server communication software and web services.
,Implementation of communication protocols to facilitate product concepts.,
Development of embedded device drivers, software components and their integration.,
Provide input to architecture and design and lead the implementation where required.,
Provide task breakdowns and accurate estimates for project planning.,
Analyze feedback or nonconformities, provide workarounds or develop bug fixes.,
Technical Documentation.,
,
,Required Qualifications & Experience:,
,Bachelors or Masters Degree in Computer Science, Electronics.,
5 to 8 years experience in software programming (embedded, web and object-oriented).,
Skilled in C or C++ in Embedded or Linux based real-time systems.,
Experience of developing agile software and implementation of Relational databases is desirable.,
Knowledge of scripting language e.g. Python.,
Ideally knowledge of: microprocessors, compilers, RTOS environments, Linux kernel, ARM architectures, Embedded Security.,
Understanding of debug techniques and tools.,
Experience of protocols and network stacks e.g. TCP/IP, IMS, SIP, HTTP, IPv6 etc.,
Some understanding of communications technologies. 2G/3G/LTE, Wifi, Bluetooth.,
Familiar of the software development lifecycle and version control.,
Some experience of Hardware engineering would be useful.,
Highly flexible and ready to accept and quickly implement new ideas.,
Willing take new initiatives to take responsibility for work that is outside your core domain.,
Good analytical and problem-solving skills.,
Good verbal and written English communication skills.,
,
,
Applications Close Date,
,
Contact, Are you interested in this challenging position within an international work environment in a successful company? Apply now! You will be working with a motivated team in an exciting technology.
,
,
We are looking forward to receiving your application."
NOC Systems Engineer,"Starzplay Arabia,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=ed498331c6860956&from=serp&vjs=3,"Who we are,
Are you looking for a challenge that is going to provide you experience in agile/scrum environments? Are you eager to work with frontend and backend cutting edge technologies? Do you want to learn about the latest technologies involved in the OTT video streaming ecosystem? Do you want to work in an international environment? STARZ PLAY offers you all of these challenges and more!,
STARZ PLAY is a subscription video on demand service headquartered in Dubai and available in 19 countries in the MENA region. Our service streams thousands of blockbuster Hollywood movies, TV shows, documentaries, kids’ entertainment and dedicated Arabic content to subscribers in the region. This is what makes us the fastest-growing SVOD service in the region.,
Due to huge success with expansion into new markets, we have opened R&D Center in Lahore, Pakistan. Come join us and help to build great new technology in Lahore!,
Job purpose,
As a NOC Engineer you are responsible for business continuity and to take necessary actions should there be an issue. Serves as a technical expert in the area of system administration for complex operating systems. You will need to use monitoring tools and support systems to ensure that our development process runs efficiently.,
Daily work includes supporting our infrastructure in AWS, developing shell scripts, and working closely with other teams on new technical integrations.,
Responsible for implementation, and the highest level of performance tuning and recovery procedures for mission critical enterprise systems.,
NOC Engineer Requirements,
For all the candidates,
Don’t forget to take a look at http://arabia.starzplay.com/ and check our Android and iOS apps in the Google Play and in the Apple Appstore."
Software Architect,"ENTERTAINER FZ LLC,-", - 2 days ago,https://pk.indeed.com/viewjob?jk=e2dac46059c4f9d3&from=serp&vjs=3,"
The ENTERTAINER is a leading digital company whose main goal is to add value to consumers by bringing them the best incentive offers globally. We are a data-driven, 100% digital, tech company. Providing first-rate offers across renowned dining, leisure, entertainment and hotel brands worldwide, the ENTERTAINER has grown with the aim of creating unbeatable value and loyalty everywhere we go.
,We believe that “experience is everything”, resulting in our passion for creating unforgettable experiences for both our customers, partners and employees.,The Product Team’s mission is to build simple, user-friendly digital experiences that delight the millions who use our products. We work in an agile, fast-paced environment and align closely with teams across the business to identify, build, and support the best possible solution for our users. We’re passionate, curious, a bit intense, and a lot of fun. All at the same time.,
Majorly responsible for the following tasks and activities:,
Powered by JazzHR,
v9K23NlZms"
Senior Specialist Engineer,-, - 30+ days ago,https://pk.indeed.com/viewjob?jk=8cdb95095a1b65c3&from=serp&vjs=3,"The person will take part in developing cutting edge wireless communication embedded software. The job provides an opportunity to do highly challenging, interesting work in a global R&D team with excellent compensation & benefits and a good career path,
,
,Tasks:,
,Architecture, design and development of software for real-time embedded systems using C/C++.,
Embedded software porting, performance analysis and optimizations using advanced development tools (IDE compilers, debuggers, target trace).,
Create detailed technical documentation for developed functional blocks or features.,
Implement new features according to a requirement specification and project plan.,
Assist in the definition and verification phase of associated software functionality.,
Analyze feedback or nonconformities, provide workarounds or develop bug fixes.,
Maintain build environment, debug and development tools.,
Maintain coding guidelines and quality standards.,
Mentoring and coaching of junior engineers.,
,Secondary Tasks,
,Reporting to line manager and sub-project manager on activities.,
Assists other team members on the job.,
Guides and trains other team members.,
Improves the development process.,
 ,Responsibility,
,Responsible for sub-projects and tasks assigned to the holder of this job.,
Responsible for technical direction in a particular area of expertise.,
 ,Profile,
,BSc/MSc degree in electrical engineering, computer science/electrical engineering, computer science/electronics,
Demonstrate strong interest in the digital (wireless) communications sector,
Real-time operating systems,
Programming languages and tools: C, C++, Perl, Python,
Ability to work as a member of bigger projects. Flexible team player. Can lead a team of engineers.,
Good analytical and problem solving skills.,
Good English communication skills in speaking and writing,
Typically 5-7 years relevant experience of software development,
Knowledge of 3GPP standards (3G/4G) is highly desirable,
,
,
Applications Close Date,
,
Contact, Are you interested in this challenging position within an international work environment in a successful company? Apply now! You will be working with a motivated team in an exciting technology.
,
,
We are looking forward to receiving your application."
Back End Developer,"CYBEXO INC.,-", - 30+ days ago,https://pk.indeed.com/viewjob?cmp=CYBEXO-INC.&t=Back+End+Developer&jk=45abecc0db72e25c&vjs=3,"Basic Requirement:,Bachelors Degree in Computer Science,3-5 year experience in Back End Development,Skills Required:,Job Types: Full-time, Contract,Education:,The ability to write the correct and easy code;,The ability to design databases and optimize queries;,knowledge of modern programming paradigms;,knowledge of design patterns;,knowledge of popular web-frameworks;,English language for reading technical documentation.,Implementing and managing a database (or databases),Compiling and analyzing data generated by the site,Optimizing site performance (search functionality, page loading, etc.),Troubleshooting performance issues and errors as needed,Collaborating closely with front-end developers and the rest of the team to ensure the back-end is meeting their needs,Keeping up with the latest programming languages, best practices, and industry trends,Looking for new ways to improve site infrastructure,Able to develop APIS for WEB AND MOBILE APPS,Expert in PHP, Python, Ruby, Java, Perl, Node JS,Exceptional knowledge of Database technologies – NoSQL,Mysql and Mongodb,Bachelor's (Preferred)"
Machine Learning professional,-, - 30+ days ago,https://pk.indeed.com/viewjob?jk=4f26f8202ead5462&from=serp&vjs=3,
Python-Django Developer,"OneClout,-", - 4 days ago,https://pk.indeed.com/viewjob?cmp=OneClout&t=Python+Django+Developer&jk=0dfd71beb63481b9&vjs=3,"OneClout,, an IT technology consulting firm providing cutting-edge software solutions to the international clientele, is urgently looking for a ,Python web developer, for the development of ,back-end components, using scalable codes.,The ideal candidate should be able to gather and understand ,complex project requirements ,and implement necessary technologies in the development process.,In order to excel in this role, the candidate must have ,good communication skills ,and should be willing to work in a fast-paced environment.,Technical Requirements,Preferred,Job Type: Full-time,Python (Django),MySql,Java Script,AJAX,JQUERY,Bootstrap,JSON,CSS3,React JS/ Angular,PostgreSQL,MVC,Design Patterns,Content Management Systems (CMS)"
Design And Verification Engineer,"Innoventors Semiconductors,-", - 30+ days ago,https://pk.indeed.com/viewjob?jk=600495ddb094f598&from=serp&vjs=3,"Innoventors is an electronic design services firm established in 2017 located in Malaysia and currently expanding in Pakistan. We are looking for candidates with less than 5 years of experience in digital design field (ASIC and FPGA) as below.,
Key responsibilities:,
Must have qualifications:,
Good to have qualifications:"
